trait	rank	gene_index	gene_id	gene_name	chromosome	start	end	n_snps	attention_mean	attention_sd	seed_ranks	rank_sd
CUNO_CODE_REPRO	111	1252	gene:Os01g0276500	gene:Os01g0276500	1	9684848	9689506	3	0.0007965847422989706	7.20740504830484e-05	46,137,175	66.28976793844835
CUNO_CODE_REPRO	112	1836	gene:Os01g0520500	gene:Os01g0520500	1	18530333	18531309	3	0.0007927728390010694	0.00017814888520206054	125,80,185	52.67826876426369
CUNO_CODE_REPRO	113	1190	gene:Os01g0267400	gene:Os01g0267400	1	9173234	9175902	3	0.0007859516578416029	0.0002539586035618599	755,96,86	383.3931837335313
CUNO_CODE_REPRO	114	974	gene:Os01g0232800	gene:Os01g0232800	1	7352223	7357332	6	0.0007858869503252208	0.0002732254501645144	597,53,155	289.16661863592304
CUNO_CODE_REPRO	115	298	gene:Os01g0137550	gene:Os01g0137550	1	2015899	2018829	5	0.0007852317648939788	0.00022899005374315217	404,79,140	172.74354787757872
CUNO_CODE_REPRO	116	614	gene:Os01g0181033	gene:Os01g0181033	1	4274611	4274976	3	0.0007847254358542463	0.00017897115938963364	206,94,148	56.01190349678658
CUNO_CODE_REPRO	117	1189	gene:Os01g0267300	OsSRP-QKG	1	9171328	9172907	3	0.0007846763667960962	0.0002554179997247383	787,95,89	401.26965164753403
CUNO_CODE_REPRO	118	1156	gene:Os01g0262000	gene:Os01g0262000	1	8835574	8837029	4	0.0007846288305396835	0.00021026699082549578	292,190,74	109.07489781491125
CUNO_CODE_REPRO	119	152	gene:Os01g0117650	gene:Os01g0117650	1	994955	997150	5	0.0007804827279566476	0.0002976890884402617	1288,74,102	692.961759406679
CUNO_CODE_REPRO	120	151	gene:Os01g0117600	gene:Os01g0117600	1	994712	997262	5	0.0007798780570738018	0.00029948511364674696	1297,67,106	699.1544893655479
CUNO_CODE_REPRO	121	299	gene:Os01g0137700	gene:Os01g0137700	1	2023879	2026177	5	0.0007794534127848843	0.00023191612257795729	407,73,154	174.22495037546526
CUNO_CODE_REPRO	122	282	gene:Os01g0136450	gene:Os01g0136450	1	1961587	1962403	12	0.000778700904144595	0.0002391561167940668	232,58,215	95.92879303594586
CUNO_CODE_REPRO	123	1149	gene:Os01g0260950	gene:Os01g0260950	1	8783473	8785385	3	0.0007769264241990944	0.0002163681818538647	469,147,78	208.69674969518172
CUNO_CODE_REPRO	124	1362	gene:Os01g0299400	gene:Os01g0299400	1	10977198	10979778	3	0.0007745588663965464	0.0001684635179251123	208,105,151	51.597803570823956
CUNO_CODE_REPRO	125	283	gene:Os01g0136500	gene:Os01g0136500	1	1962884	1963627	13	0.0007731941295787692	0.000239150764333896	188,56,252	99.9466524368542
CUNO_CODE_REPRO	126	1150	gene:Os01g0261000	gene:Os01g0261000	1	8786513	8786927	3	0.0007716247734303275	0.00021224808397794228	464,155,80	203.53623755980163
CUNO_CODE_REPRO	127	1177	gene:Os01g0265700	gene:Os01g0265700	1	9057858	9061022	4	0.0007707831876662871	0.00026189891373899033	768,182,69	375.22570985119523
CUNO_CODE_REPRO	128	1071	gene:Os01g0247700	SLAC	1	8132699	8135454	1	0.0007696236328532299	7.409912722647974e-05	25,249,195	116.89881664642004
CUNO_CODE_REPRO	129	1139	gene:Os01g0258700	OsC3H6	1	8659413	8664796	3	0.0007683135530290505	9.901678680315796e-05	81,135,190	54.50076452063158
CUNO_CODE_REPRO	130	1123	gene:Os01g0255000	gene:Os01g0255000	1	8486578	8489618	3	0.0007657607978520294	0.00012091014107206347	158,151,139	9.60902353693305
CUNO_CODE_REPRO	131	182	gene:Os01g0122200	gene:Os01g0122200	1	1254028	1255635	2	0.0007631671808970472	0.00010787810863379701	55,134,234	89.70507232035433
CUNO_CODE_REPRO	132	183	gene:Os01g0122367	gene:Os01g0122367	1	1254331	1255339	2	0.0007629151417252918	0.00010975122266892487	56,133,239	91.88217092196578
CUNO_CODE_REPRO	133	1138	gene:Os01g0258600	DPL1	1	8657066	8658466	3	0.0007617298203210036	9.645369918827032e-05	82,143,196	57.04676444228308
CUNO_CODE_REPRO	134	1560	gene:Os01g0347500	gene:Os01g0347500	1	13838790	13839085	11	0.0007611612187853704	0.00044858190551007754	1531,488,36	766.7222443623244
CUNO_CODE_REPRO	135	1516	gene:Os01g0335700	gene:Os01g0335700	1	13142060	13144941	23	0.0007564165280200541	0.00022869720984239052	695,166,79	333.3831629421818
CUNO_CODE_REPRO	136	1552	gene:Os01g0346250	gene:Os01g0346250	1	13770746	13772078	5	0.0007522733649238944	0.00012868509736013484	194,189,127	37.322915213043046
CUNO_CODE_REPRO	137	181	gene:Os01g0122000	OsPR5	1	1249881	1251421	2	0.0007516607680978874	8.24059025991875e-05	41,180,263	112.17100041157398
CUNO_CODE_REPRO	138	1125	gene:Os01g0255700	gene:Os01g0255700	1	8523748	8525716	3	0.000751192894919465	6.5334113926674e-05	40,200,232	102.86560811725818
CUNO_CODE_REPRO	139	1317	gene:Os01g0287900	gene:Os01g0287900	1	10366413	10366924	3	0.000750696926843375	0.00023685526772677552	700,90,161	333.58207385889307
CUNO_CODE_REPRO	140	719	gene:Os01g0197200	OsRH20	1	5247340	5251192	3	0.0007437297608703375	9.388679685121091e-05	142,181,158	19.60442127004348
CUNO_CODE_REPRO	141	1339	gene:Os01g0293501	gene:Os01g0293501	1	10691672	10692073	4	0.0007426390851226946	0.0002004207657648613	581,167,107	258.09300649184587
CUNO_CODE_REPRO	142	1019	gene:Os01g0238375	gene:Os01g0238375	1	7660812	7661458	3	0.000741186891294395	0.00024607182529610223	1090,150,91	560.5179152652779
CUNO_CODE_REPRO	143	1793	gene:Os01g0511700	gene:Os01g0511700	1	18022167	18023518	3	0.0007388241938315332	0.0001459197871055007	191,126,207	42.89910643980051
CUNO_CODE_REPRO	144	1550	gene:Os01g0343500	gene:Os01g0343500	1	13582038	13584915	7	0.000737085472792387	0.0002463991940820283	1097,109,133	563.6216224856295
CUNO_CODE_REPRO	145	1551	gene:Os01g0343780	gene:Os01g0343780	1	13584186	13584856	7	0.0007345149060711265	0.00024311149988551198	1087,113,134	556.3760718554792
CUNO_CODE_REPRO	146	1561	gene:Os01g0347600	gene:Os01g0347600	1	13842272	13843744	14	0.0007339343525624523	0.0003587689360869284	1694,324,48	881.51309311509
CUNO_CODE_REPRO	147	1154	gene:Os01g0261600	gene:Os01g0261600	1	8816863	8818318	3	0.000732281943783164	0.00016991276431398117	363,132,173	123.24907031427594
CUNO_CODE_REPRO	148	1083	gene:Os01g0249050	gene:Os01g0249050	1	8201959	8202513	4	0.0007316732662729919	0.00011369705325554625	203,198,143	33.291640592396966
CUNO_CODE_REPRO	149	1838	gene:Os01g0521200	gene:Os01g0521200	1	18584847	18587837	4	0.0007310420818005999	0.00014441214686087924	293,163,156	77.15568676384133
CUNO_CODE_REPRO	150	1134	gene:Os01g0257400	OsC3H5	1	8593792	8599448	2	0.0007302542411101361	5.390172273462135e-06	62,240,194	92.3976911688454
CUNO_CODE_REPRO	151	49	gene:Os01g0105900	gene:Os01g0105900	1	309520	313170	13	0.0007298375324656566	0.00020753029764295397	551,107,183	237.46438329428128
CUNO_CODE_REPRO	152	1687	gene:Os01g0379800	gene:Os01g0379800	1	15798713	15802130	6	0.00072955567156896	0.00014028128690150493	128,356,103	139.41425082585116
CUNO_CODE_REPRO	153	1692	gene:Os01g0382450	gene:Os01g0382450	1	15960361	15962152	3	0.000728424551198259	0.00024495946118717807	1257,145,113	651.4476187691532
CUNO_CODE_REPRO	154	1988	gene:Os01g0557100	gene:Os01g0557100	1	21056832	21058033	4	0.0007254096174923083	0.00018439084239643984	387,261,87	150.63864046120437
CUNO_CODE_REPRO	155	1043	gene:Os01g0242800	gene:Os01g0242800	1	7871885	7876344	3	0.0007222144243617853	9.017522248667994e-05	91,174,249	79.03374806583156
CUNO_CODE_REPRO	156	191	gene:Os01g0124550	gene:Os01g0124550	1	1356759	1361044	12	0.0007206294297551116	0.0002518944610584088	583,75,282	255.4453627164395
CUNO_CODE_REPRO	157	1186	gene:Os01g0266800	gene:Os01g0266800	1	9133740	9140430	4	0.0007197428494691849	0.000118603611355583	251,186,168	43.66157731156003
CUNO_CODE_REPRO	158	706	gene:Os01g0195200	gene:Os01g0195200	1	5109949	5112457	8	0.0007196572648050884	0.0001783404335484755	318,301,90	127.01312268160851
CUNO_CODE_REPRO	159	1044	gene:Os01g0242900	B1066G12.20-1	1	7876239	7878776	3	0.000716472432638208	8.778522392127092e-05	97,177,260	81.50460109711598
CUNO_CODE_REPRO	160	1923	gene:Os01g0543400	gene:Os01g0543400	1	20101102	20103606	7	0.0007147953535119692	0.00010710120291261346	217,191,177	20.29778313018444
CUNO_CODE_REPRO	161	751	gene:Os01g0201400	OsRALF-3	1	5540631	5541520	4	0.0007142222117787848	0.00022040270510474482	839,239,84	398.758489982763
CUNO_CODE_REPRO	162	296	gene:Os01g0137300	gene:Os01g0137300	1	2000724	2003913	6	0.0007123588972414533	2.0694327274533895e-05	58,299,210	121.86467905016613
CUNO_CODE_REPRO	163	1192	gene:Os01g0267800	OsRLCK29	1	9192164	9193439	4	0.0007107943723288676	0.0001826359614520268	661,203,126	289.22828354087363
CUNO_CODE_REPRO	164	1700	gene:Os01g0384300	OSJNBb0093M23.7	1	16086670	16088900	4	0.0007100043197472891	7.20392220066681e-05	146,258,165	59.936077059925545
CUNO_CODE_REPRO	165	1146	gene:Os01g0260500	gene:Os01g0260500	1	8747124	8753486	4	0.0007091797694253424	9.98034683122568e-05	220,222,167	31.192947920964443
CUNO_CODE_REPRO	166	1066	gene:Os01g0246601	gene:Os01g0246601	1	8071122	8071808	2	0.0007071927151021858	5.3738380395967376e-05	65,231,285	114.65309997262757
CUNO_CODE_REPRO	167	197	gene:Os01g0125500	gene:Os01g0125500	1	1395980	1396825	6	0.000706543680280447	0.00010351770552722217	167,315,135	96.02777376016448
CUNO_CODE_REPRO	168	1411	gene:Os01g0308600	gene:Os01g0308600	1	11544302	11545430	5	0.000706389497887964	0.00021735988779144263	847,114,201	400.4526605397114
CUNO_CODE_REPRO	169	1331	gene:Os01g0291500	OsAT4	1	10561330	10565325	5	0.0007061596649388472	0.00024562878933297486	1446,121,159	754.2587973191519
CUNO_CODE_REPRO	170	1332	gene:Os01g0291733	gene:Os01g0291733	1	10561594	10565100	5	0.0007058730504165093	0.00024303389070026065	1440,129,150	750.9174388706125
CUNO_CODE_REPRO	171	1023	gene:Os01g0238800	gene:Os01g0238800	1	7677180	7678862	3	0.0007052141396949688	0.00014824684713101504	236,142,266	64.69415223444337
CUNO_CODE_REPRO	172	1024	gene:Os01g0238850	gene:Os01g0238850	1	7677950	7678911	3	0.0007049346265072624	0.00015498072918004036	246,136,277	74.09678355592322
CUNO_CODE_REPRO	173	1052	gene:Os01g0243800	gene:Os01g0243800	1	7932090	7933689	4	0.0007041421777103096	0.0002115679278140794	1078,175,131	534.5019488583118
CUNO_CODE_REPRO	174	1092	gene:Os01g0251000	gene:Os01g0251000	1	8284469	8289120	3	0.0007041301384257773	3.992721404465117e-05	75,232,247	95.26979234433827
CUNO_CODE_REPRO	175	286	gene:Os01g0136700	gene:Os01g0136700	1	1971228	1975465	17	0.0007039040986758968	0.00023782640789319913	458,88,365	192.47424070075803
CUNO_CODE_REPRO	176	2016	gene:Os01g0561950	gene:Os01g0561950	1	21362091	21362898	15	0.000701536579678456	0.00010937877606452198	238,265,145	62.95236294214857
CUNO_CODE_REPRO	177	1111	gene:Os01g0253800	gene:Os01g0253800	1	8401548	8402325	3	0.0006992925967400273	9.120547784604753e-05	205,202,204	1.5275252316519468
CUNO_CODE_REPRO	178	1178	gene:Os01g0265800	RBP-P	1	9063968	9066786	3	0.0006976696313358843	0.00029658435032995734	2045,165,96	1105.8753697109514
CUNO_CODE_REPRO	179	1858	gene:Os01g0525100	gene:Os01g0525100	1	18780600	18781392	4	0.0006971492936524252	0.0001449308033742094	365,283,129	119.81652640600127
CUNO_CODE_REPRO	180	1455	gene:Os01g0318400	gene:Os01g0318400	1	12092783	12093601	5	0.0006918168704335889	8.745125484886304e-05	200,205,220	10.408329997330663
CUNO_CODE_REPRO	181	1454	gene:Os01g0318202	gene:Os01g0318202	1	12091637	12093705	5	0.0006911955812635521	8.643990538839493e-05	201,208,218	8.54400374531753
CUNO_CODE_REPRO	182	2011	gene:Os01g0559825	gene:Os01g0559825	1	21261706	21262137	4	0.0006911459495313466	0.0001339316755734612	438,212,171	143.78572019965452
CUNO_CODE_REPRO	183	1171	gene:Os01g0264600	gene:Os01g0264600	1	8995314	8996892	3	0.0006910748585748175	2.5671637635718262e-05	79,262,248	101.8544713467864
CUNO_CODE_REPRO	184	1088	gene:Os01g0249800	gene:Os01g0249800	1	8233016	8233871	4	0.0006890897930134088	0.0001870078576736956	804,256,121	361.7130538608378
CUNO_CODE_REPRO	185	1326	gene:Os01g0290000	gene:Os01g0290000	1	10492039	10495682	4	0.0006882057641632855	8.27784641123971e-05	144,201,288	72.51896303726357
CUNO_CODE_REPRO	186	615	gene:Os01g0181166	gene:Os01g0181166	1	4277958	4278517	5	0.0006875577382743359	0.00014715932701152954	530,187,187	198.03114233204164
CUNO_CODE_REPRO	187	629	gene:Os01g0183400	OsNF-YC13	1	4415416	4416182	7	0.0006852987377593914	0.00024111721863741503	1007,100,290	478.3370499274892
CUNO_CODE_REPRO	188	130	gene:Os01g0115950	gene:Os01g0115950	1	863115	865183	5	0.0006843998368519048	0.00012440707421887577	186,170,338	92.72180613713978
CUNO_CODE_REPRO	189	132	gene:Os01g0115900	gene:Os01g0115900	1	865792	869367	5	0.0006843088776804507	0.00012305191274794276	185,173,335	90.26627277117406
CUNO_CODE_REPRO	190	689	gene:Os01g0192300	OsMYB1R1	1	4971466	4973555	4	0.000683836619524906	7.786407026331768e-05	199,302,174	67.84541251993387
CUNO_CODE_REPRO	191	131	gene:Os01g0116100	gene:Os01g0116100	1	865786	869533	5	0.0006830970911930004	0.00012032755827426246	187,176,331	86.48892029233185
CUNO_CODE_REPRO	192	304	gene:Os01g0138300	P0443D08.38-1	1	2048717	2052514	9	0.0006825286060726891	0.00018110368501603113	840,164,193	382.19235994457034
CUNO_CODE_REPRO	193	567	gene:Os01g0175850	gene:Os01g0175850	1	3914804	3916283	3	0.000682016679396232	8.462383745562524e-05	109,209,352	122.13244177258282
CUNO_CODE_REPRO	194	134	gene:Os01g0116101	gene:Os01g0116101	1	872509	874697	5	0.0006819697058138748	0.00011534844526070281	189,178,320	79.0
CUNO_CODE_REPRO	195	613	gene:Os01g0181000	gene:Os01g0181000	1	4272846	4276299	4	0.0006813816532182196	0.00012642149391694794	214,172,317	74.60786374996495
CUNO_CODE_REPRO	196	133	gene:Os01g0116000	Os8Tak3	1	872458	874817	5	0.0006803053547628224	0.00010958889865163834	190,184,312	72.23111056416988
CUNO_CODE_REPRO	197	302	gene:Os01g0138100	gene:Os01g0138100	1	2046146	2053048	14	0.0006782914085003237	0.00016709352606025397	633,159,223	257.1873506479923
CUNO_CODE_REPRO	198	975	gene:Os01g0233000	OsDREPP1	1	7363663	7366111	4	0.0006782310665585101	0.00017017418178188508	699,162,216	295.6839528956551
CUNO_CODE_REPRO	199	1120	gene:Os01g0254850	gene:Os01g0254850	1	8471334	8472108	3	0.0006752884364686906	5.729277190570876e-05	101,242,323	112.34322409473569
CUNO_CODE_REPRO	200	1046	gene:Os01g0243100	gene:Os01g0243100	1	7891541	7894719	3	0.0006749723106622696	0.00023981028017350643	720,97,411	311.50334401629357
LLT_CODE	1	471	gene:Os01g0161000	gene:Os01g0161000	1	3201220	3204252	1	0.0018838162262303133	0.0014556397324808701	48,3,3	25.98076211353316
LLT_CODE	2	747	gene:Os01g0201100	gene:Os01g0201100	1	5507567	5509494	2	0.0017707166067945461	0.0024119942170104536	1269,1933,1	981.6095625722752
LLT_CODE	3	724	gene:Os01g0197700	Gn1a	1	5270449	5275585	2	0.0016682952603635688	0.00223682034072893	1106,2019,2	1010.0061055921065
LLT_CODE	4	710	gene:Os01g0195700	OsbHLH027	1	5148879	5149201	2	0.0015735354973003268	0.0015564413571060695	277,101,4	138.39195545021155
LLT_CODE	5	2020	gene:Os01g0564950	gene:Os01g0564950	1	21603411	21604622	1	0.001409805496223271	0.0005966390361578237	4,32,17	14.0118997046558
LLT_CODE	6	1143	gene:Os01g0259900	SAD1L	1	8718704	8720961	2	0.001307716282705466	0.0005981177018306495	40,37,11	15.947831618540915
LLT_CODE	7	1517	gene:Os01g0336300	gene:Os01g0336300	1	13170797	13171929	3	0.0013009736430831254	0.0005467107728153913	27,35,18	8.504900548115383
LLT_CODE	8	207	gene:Os01g0126401	gene:Os01g0126401	1	1445541	1449450	2	0.0012954418974307675	0.0011841431533109923	387,191,5	191.02181376307087
LLT_CODE	9	208	gene:Os01g0126600	OsFDML2	1	1446849	1450473	2	0.0012884977816914518	0.0011626017875940925	381,160,6	188.49491593497513
LLT_CODE	10	894	gene:Os01g0222900	gene:Os01g0222900	1	6715521	6716305	7	0.0012704191418985526	0.0005421435503170241	70,5,13	35.444792753426185
LLT_CODE	11	953	gene:Os01g0229800	gene:Os01g0229800	1	7186356	7186820	1	0.0012516970552193623	0.0005928168075056386	49,67,14	26.950572040929544
LLT_CODE	12	687	gene:Os01g0192000	DOS	1	4949133	4951123	2	0.001242055984524389	0.0011623553944693076	487,302,7	242.0915804676679
LLT_CODE	13	688	gene:Os01g0192101	gene:Os01g0192101	1	4949849	4951508	2	0.0012402320668722193	0.0011577788914416398	488,297,8	241.66160914248115
LLT_CODE	14	2018	gene:Os01g0563700	gene:Os01g0563700	1	21444283	21449074	1	0.0012359297834336758	0.0005574860805294452	43,95,19	38.85013942488924
LLT_CODE	15	2019	gene:Os01g0563500	gene:Os01g0563500	1	21447489	21450077	1	0.001231562055181712	0.0005430269848729105	42,86,21	33.171272711991826
LLT_CODE	16	468	gene:Os01g0160200	gene:Os01g0160200	1	3143601	3146812	1	0.0012113266081238787	0.0004896134680573343	14,108,41	48.39765834555772
LLT_CODE	17	1639	gene:Os01g0367500	gene:Os01g0367500	1	15027748	15032264	3	0.0011995037008697789	0.00040647931665454293	23,31,48	12.767145334803704
LLT_CODE	18	1613	gene:Os01g0358800	gene:Os01g0358800	1	14544114	14544749	3	0.0011990279114494722	0.0011858256757315768	578,922,9	461.09760355048473
LLT_CODE	19	1614	gene:Os01g0358900	gene:Os01g0358900	1	14545123	14545507	3	0.001196031051222235	0.0011789604303966944	573,904,10	451.9893066581701
LLT_CODE	20	1693	gene:Os01g0382500	gene:Os01g0382500	1	15966105	15967644	2	0.0011949682569441695	0.0003093717263597307	54,2,40	26.90724809414742
LLT_CODE	21	1637	gene:Os01g0367100	PHD1	1	14993204	14998103	1	0.0011948310808899503	0.0004078689184837576	6,7,97	52.252591642265294
LLT_CODE	22	1144	gene:Os01g0260000	gene:Os01g0260000	1	8733343	8734486	2	0.0011897309644458194	0.0004194896245503638	45,19,32	13.0
LLT_CODE	23	1050	gene:Os01g0243600	gene:Os01g0243600	1	7926858	7927564	2	0.0011726497711303334	0.0003033622042273311	76,1,39	37.501111094650696
LLT_CODE	24	1975	gene:Os01g0553400	OsFbox017	1	20805805	20810162	1	0.0011713285542403658	0.00038663713864196624	29,33,53	12.858201014657272
LLT_CODE	25	1159	gene:Os01g0262600	OsGT1	1	8885632	8892462	1	0.0011648314539343119	0.0004322795476187852	56,21,29	18.339392937971894
LLT_CODE	26	1706	gene:Os01g0386500	OsRNAG	1	16224955	16226730	2	0.0011601186318633456	0.00043795818849423233	47,57,34	11.532562594670797
LLT_CODE	27	1707	gene:Os01g0386600	gene:Os01g0386600	1	16227573	16227890	2	0.0011543992053096492	0.0004265177319827163	46,51,38	6.557438524302
LLT_CODE	28	1042	gene:Os01g0242600	OsNTMC2T6.1	1	7862065	7867775	1	0.0011510501887338858	0.0003852996517512173	11,18,78	36.82843104631711
LLT_CODE	29	893	gene:Os01g0222800	gene:Os01g0222800	1	6713909	6714986	7	0.0011469028734912474	0.0003688210943392011	78,6,35	36.22614157391501
LLT_CODE	30	1641	gene:Os01g0368900	OsGRX4	1	15124631	15125396	1	0.0011378284349727135	0.00037812086108769574	31,47,57	13.114877048604
LLT_CODE	31	1640	gene:Os01g0368700	gene:Os01g0368700	1	15118693	15119756	1	0.001135382956514756	0.00037633199971280195	33,48,58	12.583057392117915
LLT_CODE	32	1585	gene:Os01g0353900	gene:Os01g0353900	1	14197332	14199513	1	0.001123803376685828	0.000491048045088278	5,62,115	55.012119876744734
LLT_CODE	33	1924	gene:Os01g0543600	gene:Os01g0543600	1	20124194	20126848	3	0.0011230107823697229	0.00043536024317886	60,63,36	14.798648586948742
LLT_CODE	34	1351	gene:Os01g0296900	gene:Os01g0296900	1	10877446	10878567	1	0.001122563184859852	0.00038668573454516027	7,8,133	72.45918391296809
LLT_CODE	35	1584	gene:Os01g0353600	gene:Os01g0353600	1	14171226	14175788	3	0.00111930794082582	0.0003112881039649437	65,9,51	29.143323992525858
LLT_CODE	36	1925	gene:Os01g0543800	gene:Os01g0543800	1	20124383	20126778	3	0.0011161037061053018	0.00043564075006142296	63,74,37	19.0
LLT_CODE	37	1912	gene:Os01g0536950	gene:Os01g0536950	1	19539370	19540140	1	0.0011028290027752519	0.0005267378961783269	1,10,229	129.11622671066561
LLT_CODE	38	1734	gene:Os01g0495200	OsTBL25	1	16928574	16929545	3	0.0010939583492775757	0.00031645060998474107	30,25,77	28.687976575562104
LLT_CODE	39	1253	gene:Os01g0276600	OsSTA11	1	9690348	9692094	1	0.0010853460213790338	0.00034830883308140104	20,30,100	43.58898943540674
LLT_CODE	40	1155	gene:Os01g0261700	gene:Os01g0261700	1	8821136	8822609	1	0.0010796176696506639	0.0004114486216247671	9,11,173	94.11340676722595
LLT_CODE	41	480	gene:Os01g0163450	gene:Os01g0163450	1	3291241	3293494	4	0.001077812339644879	0.00043601771705487584	124,12,33	59.53430383680767
LLT_CODE	42	1666	gene:Os01g0373200	gene:Os01g0373200	1	15382985	15385243	1	0.0010773041867651045	0.0003608844969842291	51,78,56	14.364307617610162
LLT_CODE	43	2017	gene:Os01g0562400	OsFKBP57	1	21381884	21389642	3	0.0010655814937005441	0.0003357688566445985	38,59,81	21.501937897160182
LLT_CODE	44	1697	gene:Os01g0383100	OsEXO70FX7	1	16000688	16003329	2	0.0010618094238452613	0.0003009874258069771	44,38,70	17.009801096230767
LLT_CODE	45	1691	gene:Os01g0382400	OsPR1#012	1	15958748	15959497	2	0.0010607590472015243	0.000538275052071647	207,20,24	106.82852303263083
LLT_CODE	46	1109	gene:Os01g0253500	gene:Os01g0253500	1	8394453	8395607	2	0.001056204103709509	0.00035228362438892685	41,104,68	31.606961258558215
LLT_CODE	47	1681	gene:Os01g0377000	gene:Os01g0377000	1	15581833	15583686	1	0.0010526345965142052	0.0005542560962176677	3,24,285	157.10187777362816
LLT_CODE	48	1682	gene:Os01g0377250	gene:Os01g0377250	1	15582008	15582712	1	0.0010521357762627304	0.000556456931346094	2,17,294	164.42728889491954
LLT_CODE	49	2039	gene:Os01g0568400	gene:Os01g0568400	1	21837626	21839347	1	0.0010500812204554677	0.00044524622120085136	8,36,179	91.71877306927591
LLT_CODE	50	2038	gene:Os01g0569800	gene:Os01g0569800	1	21831960	21835149	1	0.001048032407804082	0.00044167014129138367	10,39,175	88.09275414773529
LLT_CODE	51	1914	gene:Os01g0540400	gene:Os01g0540400	1	19855213	19856657	4	0.001034472797376414	0.00031751414923644484	36,41,108	40.203648258999245
LLT_CODE	52	1913	gene:Os01g0540300	gene:Os01g0540300	1	19853580	19854168	4	0.001032505805293719	0.00031914163971457705	34,40,113	43.98105652816146
LLT_CODE	53	118	gene:Os01g0114100	OsRLCK5	1	767181	769673	1	0.0010275143237474065	0.00040373283941243324	18,75,150	66.20422947214173
LLT_CODE	54	120	gene:Os01g0114300	OsRLCK6	1	770332	773829	1	0.0010264836795007188	0.00040546370569676394	17,70,154	69.0820767879291
LLT_CODE	55	977	gene:Os01g0233400	gene:Os01g0233400	1	7385895	7388164	3	0.0010247899917885661	0.00028572105387364736	39,22,120	52.367292591209385
LLT_CODE	56	119	gene:Os01g0114200	gene:Os01g0114200	1	770284	774374	1	0.0010243177142304678	0.00040735648203834055	15,65,158	72.56950691119056
LLT_CODE	57	121	gene:Os01g0114400	OsRLCK7	1	774727	775743	1	0.0010181254474446177	0.0004099462382864315	16,68,168	77.25283166331187
LLT_CODE	58	1376	gene:Os01g0301900	gene:Os01g0301900	1	11110199	11110480	2	0.0010149356094188988	0.0004343734476655357	13,15,248	135.10366390294527
LLT_CODE	59	1018	gene:Os01g0238287	gene:Os01g0238287	1	7656089	7656431	2	0.0010113581277740498	0.0003757094551997044	21,46,162	75.23518680333912
LLT_CODE	60	122	gene:Os01g0114402	gene:Os01g0114402	1	774848	779158	1	0.0010087107269403834	0.00040426476767965264	19,80,169	75.43429812315703
LLT_CODE	61	1232	gene:Os01g0273900	gene:Os01g0273900	1	9495603	9502985	3	0.0010032604720133047	0.000355520295818646	112,43,54	37.072002014098636
LLT_CODE	62	1231	gene:Os01g0273850	gene:Os01g0273850	1	9492587	9492992	3	0.0010025656277624269	0.00035649056712867724	111,45,55	35.5715241918776
LLT_CODE	63	711	gene:Os01g0195801	OsbHLH027	1	5149335	5150341	4	0.0009978387776451807	0.000585825706570519	235,208,26	113.67644141744293
LLT_CODE	64	1638	gene:Os01g0367300	gene:Os01g0367300	1	15007028	15013275	1	0.0009958334849216044	0.00036315440050681584	37,167,109	65.12551983157857
LLT_CODE	65	150	gene:Os01g0117500	gene:Os01g0117500	1	987676	990745	1	0.0009942262355859082	0.0003745888446207105	22,44,193	93.02866941611781
LLT_CODE	66	1695	gene:Os01g0382900	gene:Os01g0382900	1	15992759	15996844	2	0.000992611690890044	0.00037621473815083656	184,14,52	89.22630404389355
LLT_CODE	67	1086	gene:Os01g0249300	P0434D08.2-1	1	8212469	8215133	2	0.0009906587656587362	0.00033140059087219826	74,125,61	33.827996294982256
LLT_CODE	68	149	gene:Os01g0117450	gene:Os01g0117450	1	984536	986741	1	0.0009849812874260049	0.00037291896683177433	24,50,199	94.42986815621421
LLT_CODE	69	224	gene:Os01g0128300	MHZ4	1	1569644	1570940	5	0.0009830701941003401	0.00021281031291283076	123,4,69	59.58467364459869
LLT_CODE	70	1696	gene:Os01g0383001	gene:Os01g0383001	1	15997945	15998841	1	0.0009826956860100229	0.00046449869159192857	12,73,259	128.66364417866194
LLT_CODE	71	1907	gene:Os01g0536200	gene:Os01g0536200	1	19488074	19488533	1	0.0009788821528976162	0.0003628419321891106	28,102,157	64.73278406907379
LLT_CODE	72	148	gene:Os01g0117400	OsRLCK18	1	984510	985133	1	0.0009784640472692747	0.0003686680557323559	25,61,194	89.01872462203295
LLT_CODE	73	1254	gene:Os01g0276700	gene:Os01g0276700	1	9694027	9699817	2	0.0009750436098935703	0.0005366352104460533	236,175,30	105.8158778255891
LLT_CODE	74	147	gene:Os01g0117300	OsRLCK17	1	979238	980546	1	0.0009732052373389403	0.00036840931788731076	26,71,198	89.19828099987876
LLT_CODE	75	1318	gene:Os01g0288200	gene:Os01g0288200	1	10369936	10370578	2	0.0009688296122476459	0.0004202329020860083	167,91,49	59.81081284628502
LLT_CODE	76	136	gene:Os01g0116250	gene:Os01g0116250	1	911978	914143	4	0.0009620515047572553	0.00018659638963036115	97,13,87	45.8839114868527
LLT_CODE	77	1129	gene:Os01g0256600	gene:Os01g0256600	1	8555289	8557146	1	0.000949332898017019	0.000318224517464488	57,257,95	106.21362122314318
LLT_CODE	78	1761	gene:Os01g0505600	OsCML11	1	17581215	17582104	2	0.0009491443634033203	0.0002530922425560007	55,88,117	31.02149792213995
